TO Number,SPX Tracking Number,TO Status,High Value,Sender ID,Sender Name,Sender Type,Sender Station Type,Receiver ID,Receiver Name,Receiver type,Receiver Station Type,Current Station,TO Order Quantity,TO Direction,Volumetric Weight,Weight,Length,Width,Height,Line Hual Trip Number,Operator,Create Time,Complete Time,Driver,Driver Scan Time,Journey Type,Remark,Receive Status,TO Remark,Staging Area ID,Exception Tag,Packing Method,Dangerous Goods
TO20250918C94RI,PH258884541543C,Packed,-,2133,SOC 5,Station,SOC,1935,Mulanay Hub,Station,All Mile HUB,SOC 5,2,Forward,0,10.443,0,0,0,,OBS001PH2133/5V7A/OBS-5,2025-09-18 06:05:15,2025-09-18 06:05:17,,,Forward,,Pending Receive,,OBS-01IP,,Individual Packing,
TO20250918C94RI,PH259804969272F,Packed,-,2133,SOC 5,Station,SOC,1935,Mulanay Hub,Station,All Mile HUB,SOC 5,2,Forward,0,10.443,0,0,0,,OBS001PH2133/5V7A/OBS-5,2025-09-18 06:05:15,2025-09-18 06:05:17,,,Forward,,Pending Receive,,OBS-01IP,,Individual Packing,
TO20250918C94Q7,PH254321966919R,Packed,-,2133,SOC 5,Station,SOC,2119,Binan Hub,Station,All Mile HUB,SOC 5,2,Forward,0,2.58,0,0,0,,CBSNC001PH2133/394/IND000001,2025-09-18 06:04:35,2025-09-18 06:04:37,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918C94Q7,PH255661524995P,Packed,-,2133,SOC 5,Station,SOC,2119,Binan Hub,Station,All Mile HUB,SOC 5,2,Forward,0,2.58,0,0,0,,CBSNC001PH2133/394/IND000001,2025-09-18 06:04:35,2025-09-18 06:04:37,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918C94PO,PH2500147250755,Packed,-,2133,SOC 5,Station,SOC,1232,Antipolo Hub,Station,All Mile HUB,SOC 5,29,Forward,0,33.543,0,0,0,,CBS001PH2133/257/IND000001,2025-09-18 06:04:33,2025-09-18 06:04:37,,,Forward,,Pending Receive,,OBS-0948,,Individual Packing,
TO20250918C94PO,PH250127684611Z,Packed,-,2133,SOC 5,Station,SOC,1232,Antipolo Hub,Station,All Mile HUB,SOC 5,29,Forward,0,33.543,0,0,0,,CBS001PH2133/257/IND000001,2025-09-18 06:04:33,2025-09-18 06:04:37,,,Forward,,Pending Receive,,OBS-0948,,Individual Packing,
TO20250918C94PO,PH250563529208V,Packed,-,2133,SOC 5,Station,SOC,1232,Antipolo Hub,Station,All Mile HUB,SOC 5,29,Forward,0,33.543,0,0,0,,CBS001PH2133/257/IND000001,2025-09-18 06:04:33,2025-09-18 06:04:37,,,Forward,,Pending Receive,,OBS-0948,,Individual Packing,
TO20250918C94PO,PH250824474708I,Packed,-,2133,SOC 5,Station,SOC,1232,Antipolo Hub,Station,All Mile HUB,SOC 5,29,Forward,0,33.543,0,0,0,,CBS001PH2133/257/IND000001,2025-09-18 06:04:33,2025-09-18 06:04:37,,,Forward,,Pending Receive,,OBS-0948,,Individual Packing,
TO20250918C94PO,PH250995258507A,Packed,-,2133,SOC 5,Station,SOC,1232,Antipolo Hub,Station,All Mile HUB,SOC 5,29,Forward,0,33.543,0,0,0,,CBS001PH2133/257/IND000001,2025-09-18 06:04:33,2025-09-18 06:04:37,,,Forward,,Pending Receive,,OBS-0948,,Individual Packing,
TO20250918C94PO,PH2512879126679,Packed,-,2133,SOC 5,Station,SOC,1232,Antipolo Hub,Station,All Mile HUB,SOC 5,29,Forward,0,33.543,0,0,0,,CBS001PH2133/257/IND000001,2025-09-18 06:04:33,2025-09-18 06:04:37,,,Forward,,Pending Receive,,OBS-0948,,Individual Packing,
