TO Number,SPX Tracking Number,TO Status,High Value,Sender ID,Sender Name,Sender Type,Sender Station Type,Receiver ID,Receiver Name,Receiver type,Receiver Station Type,Current Station,TO Order Quantity,TO Direction,Volumetric Weight,Weight,Length,Width,Height,Line Hual Trip Number,Operator,Create Time,Complete Time,Driver,Driver Scan Time,Journey Type,Remark,Receive Status,TO Remark,Staging Area ID,Exception Tag,Packing Method,Dangerous Goods
TO20250918CA0E3,PH253364251293Z,Packed,-,2133,SOC 5,Station,SOC,1105,Carmona Hub,Station,All Mile HUB,SOC 5,1,Forward,0,10.5,0,0,0,,[ops86911]KRIS ELLEN RAMOS AUSTRIA,2025-09-18 09:02:46,2025-09-18 09:03:10,,,Forward,,Pending Receive,,-,,Individual Packing,Non-DG
TO20250918C9YQF,PH250212877917M,Packed,-,2133,SOC 5,Station,SOC,760,NRA Cebu Hub,Station,All Mile HUB,SOC 5,24,Forward,0,19.135,0,0,0,,CBSNC001PH2133/434/IND000001,2025-09-18 09:02:44,2025-09-18 09:02:49,,,Forward,,Pending Receive,,OBS-098Q,,Individual Packing,
TO20250918C9YQF,PH2505129273537,Packed,-,2133,SOC 5,Station,SOC,760,NRA Cebu Hub,Station,All Mile HUB,SOC 5,24,Forward,0,19.135,0,0,0,,CBSNC001PH2133/434/IND000001,2025-09-18 09:02:44,2025-09-18 09:02:49,,,Forward,,Pending Receive,,OBS-098Q,,Individual Packing,
TO20250918C9YQF,PH2523201934128,Packed,-,2133,SOC 5,Station,SOC,760,NRA Cebu Hub,Station,All Mile HUB,SOC 5,24,Forward,0,19.135,0,0,0,,CBSNC001PH2133/434/IND000001,2025-09-18 09:02:44,2025-09-18 09:02:49,,,Forward,,Pending Receive,,OBS-098Q,,Individual Packing,
TO20250918C9YQF,PH252905236514X,Packed,-,2133,SOC 5,Station,SOC,760,NRA Cebu Hub,Station,All Mile HUB,SOC 5,24,Forward,0,19.135,0,0,0,,CBSNC001PH2133/434/IND000001,2025-09-18 09:02:44,2025-09-18 09:02:49,,,Forward,,Pending Receive,,OBS-098Q,,Individual Packing,
TO20250918C9YQF,PH252971587114A,Packed,-,2133,SOC 5,Station,SOC,760,NRA Cebu Hub,Station,All Mile HUB,SOC 5,24,Forward,0,19.135,0,0,0,,CBSNC001PH2133/434/IND000001,2025-09-18 09:02:44,2025-09-18 09:02:49,,,Forward,,Pending Receive,,OBS-098Q,,Individual Packing,
TO20250918C9YQF,PH2533222810601,Packed,-,2133,SOC 5,Station,SOC,760,NRA Cebu Hub,Station,All Mile HUB,SOC 5,24,Forward,0,19.135,0,0,0,,CBSNC001PH2133/434/IND000001,2025-09-18 09:02:44,2025-09-18 09:02:49,,,Forward,,Pending Receive,,OBS-098Q,,Individual Packing,
TO20250918C9YQF,PH2538532634844,Packed,-,2133,SOC 5,Station,SOC,760,NRA Cebu Hub,Station,All Mile HUB,SOC 5,24,Forward,0,19.135,0,0,0,,CBSNC001PH2133/434/IND000001,2025-09-18 09:02:44,2025-09-18 09:02:49,,,Forward,,Pending Receive,,OBS-098Q,,Individual Packing,
TO20250918C9YQF,PH254171367244P,Packed,-,2133,SOC 5,Station,SOC,760,NRA Cebu Hub,Station,All Mile HUB,SOC 5,24,Forward,0,19.135,0,0,0,,CBSNC001PH2133/434/IND000001,2025-09-18 09:02:44,2025-09-18 09:02:49,,,Forward,,Pending Receive,,OBS-098Q,,Individual Packing,
TO20250918C9YQF,PH254442546994X,Packed,-,2133,SOC 5,Station,SOC,760,NRA Cebu Hub,Station,All Mile HUB,SOC 5,24,Forward,0,19.135,0,0,0,,CBSNC001PH2133/434/IND000001,2025-09-18 09:02:44,2025-09-18 09:02:49,,,Forward,,Pending Receive,,OBS-098Q,,Individual Packing,
TO20250918C9YQF,PH254491495838N,Packed,-,2133,SOC 5,Station,SOC,760,NRA Cebu Hub,Station,All Mile HUB,SOC 5,24,Forward,0,19.135,0,0,0,,CBSNC001PH2133/434/IND000001,2025-09-18 09:02:44,2025-09-18 09:02:49,,,Forward,,Pending Receive,,OBS-098Q,,Individual Packing,
TO20250918C9YQF,PH254699557621B,Packed,-,2133,SOC 5,Station,SOC,760,NRA Cebu Hub,Station,All Mile HUB,SOC 5,24,Forward,0,19.135,0,0,0,,CBSNC001PH2133/434/IND000001,2025-09-18 09:02:44,2025-09-18 09:02:49,,,Forward,,Pending Receive,,OBS-098Q,,Individual Packing,
TO20250918C9YQF,PH254774150682Q,Packed,-,2133,SOC 5,Station,SOC,760,NRA Cebu Hub,Station,All Mile HUB,SOC 5,24,Forward,0,19.135,0,0,0,,CBSNC001PH2133/434/IND000001,2025-09-18 09:02:44,2025-09-18 09:02:49,,,Forward,,Pending Receive,,OBS-098Q,,Individual Packing,
TO20250918C9YQF,PH2558776144727,Packed,-,2133,SOC 5,Station,SOC,760,NRA Cebu Hub,Station,All Mile HUB,SOC 5,24,Forward,0,19.135,0,0,0,,CBSNC001PH2133/434/IND000001,2025-09-18 09:02:44,2025-09-18 09:02:49,,,Forward,,Pending Receive,,OBS-098Q,,Individual Packing,
TO20250918C9YQF,PH2564898479236,Packed,-,2133,SOC 5,Station,SOC,760,NRA Cebu Hub,Station,All Mile HUB,SOC 5,24,Forward,0,19.135,0,0,0,,CBSNC001PH2133/434/IND000001,2025-09-18 09:02:44,2025-09-18 09:02:49,,,Forward,,Pending Receive,,OBS-098Q,,Individual Packing,
TO20250918C9YQF,PH2570029280029,Packed,-,2133,SOC 5,Station,SOC,760,NRA Cebu Hub,Station,All Mile HUB,SOC 5,24,Forward,0,19.135,0,0,0,,CBSNC001PH2133/434/IND000001,2025-09-18 09:02:44,2025-09-18 09:02:49,,,Forward,,Pending Receive,,OBS-098Q,,Individual Packing,
TO20250918C9YQF,PH257168818965V,Packed,-,2133,SOC 5,Station,SOC,760,NRA Cebu Hub,Station,All Mile HUB,SOC 5,24,Forward,0,19.135,0,0,0,,CBSNC001PH2133/434/IND000001,2025-09-18 09:02:44,2025-09-18 09:02:49,,,Forward,,Pending Receive,,OBS-098Q,,Individual Packing,
TO20250918C9YQF,PH257795868784S,Packed,-,2133,SOC 5,Station,SOC,760,NRA Cebu Hub,Station,All Mile HUB,SOC 5,24,Forward,0,19.135,0,0,0,,CBSNC001PH2133/434/IND000001,2025-09-18 09:02:44,2025-09-18 09:02:49,,,Forward,,Pending Receive,,OBS-098Q,,Individual Packing,
TO20250918C9YQF,PH2586242506582,Packed,-,2133,SOC 5,Station,SOC,760,NRA Cebu Hub,Station,All Mile HUB,SOC 5,24,Forward,0,19.135,0,0,0,,CBSNC001PH2133/434/IND000001,2025-09-18 09:02:44,2025-09-18 09:02:49,,,Forward,,Pending Receive,,OBS-098Q,,Individual Packing,
TO20250918C9YQF,PH259054271839B,Packed,-,2133,SOC 5,Station,SOC,760,NRA Cebu Hub,Station,All Mile HUB,SOC 5,24,Forward,0,19.135,0,0,0,,CBSNC001PH2133/434/IND000001,2025-09-18 09:02:44,2025-09-18 09:02:49,,,Forward,,Pending Receive,,OBS-098Q,,Individual Packing,
