TO Number,SPX Tracking Number,TO Status,High Value,Sender ID,Sender Name,Sender Type,Sender Station Type,Receiver ID,Receiver Name,Receiver type,Receiver Station Type,Current Station,TO Order Quantity,TO Direction,Volumetric Weight,Weight,Length,Width,Height,Line Hual Trip Number,Operator,Create Time,Complete Time,Driver,Driver Scan Time,Journey Type,Remark,Receive Status,TO Remark,Staging Area ID,Exception Tag,Packing Method,Dangerous Goods
TO20250916BRYT5,PH250039792590J,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,Airport Loop - Skyway,61,Forward,0,63.104,0,0,0,,CBS001PH2133/219/IND000001,2025-09-16 22:50:23,2025-09-16 22:50:31,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250916BRYT5,PH250119610124U,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,Airport Loop - Skyway,61,Forward,0,63.104,0,0,0,,CBS001PH2133/219/IND000001,2025-09-16 22:50:23,2025-09-16 22:50:31,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250916BRYT5,PH2503322644741,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,Airport Loop - Skyway,61,Forward,0,63.104,0,0,0,,CBS001PH2133/219/IND000001,2025-09-16 22:50:23,2025-09-16 22:50:31,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250916BRYT5,PH250374961491A,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,Airport Loop - Skyway,61,Forward,0,63.104,0,0,0,,CBS001PH2133/219/IND000001,2025-09-16 22:50:23,2025-09-16 22:50:31,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250916BRYT5,PH250397746634Y,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,Airport Loop - Skyway,61,Forward,0,63.104,0,0,0,,CBS001PH2133/219/IND000001,2025-09-16 22:50:23,2025-09-16 22:50:31,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250916BRYT5,PH250907453184Q,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,Airport Loop - Skyway,61,Forward,0,63.104,0,0,0,,CBS001PH2133/219/IND000001,2025-09-16 22:50:23,2025-09-16 22:50:31,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250916BRYT5,PH250989410028P,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,Airport Loop - Skyway,61,Forward,0,63.104,0,0,0,,CBS001PH2133/219/IND000001,2025-09-16 22:50:23,2025-09-16 22:50:31,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250916BRYT5,PH251179585465R,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,Airport Loop - Skyway,61,Forward,0,63.104,0,0,0,,CBS001PH2133/219/IND000001,2025-09-16 22:50:23,2025-09-16 22:50:31,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250916BRYT5,PH251314218725L,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,Airport Loop - Skyway,61,Forward,0,63.104,0,0,0,,CBS001PH2133/219/IND000001,2025-09-16 22:50:23,2025-09-16 22:50:31,,,Forward,Pack in another TO,Abnormal ,,-,,Individual Packing,
TO20250916BRYT5,PH2513158031134,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,Airport Loop - Skyway,61,Forward,0,63.104,0,0,0,,CBS001PH2133/219/IND000001,2025-09-16 22:50:23,2025-09-16 22:50:31,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250916BRYT5,PH251434767817A,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,Airport Loop - Skyway,61,Forward,0,63.104,0,0,0,,CBS001PH2133/219/IND000001,2025-09-16 22:50:23,2025-09-16 22:50:31,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250916BRYT5,PH251589994301I,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,Airport Loop - Skyway,61,Forward,0,63.104,0,0,0,,CBS001PH2133/219/IND000001,2025-09-16 22:50:23,2025-09-16 22:50:31,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250916BRYT5,PH251717330398R,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,Airport Loop - Skyway,61,Forward,0,63.104,0,0,0,,CBS001PH2133/219/IND000001,2025-09-16 22:50:23,2025-09-16 22:50:31,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250916BRYT5,PH251746836243I,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,Airport Loop - Skyway,61,Forward,0,63.104,0,0,0,,CBS001PH2133/219/IND000001,2025-09-16 22:50:23,2025-09-16 22:50:31,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250916BRYT5,PH2517614154721,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,Airport Loop - Skyway,61,Forward,0,63.104,0,0,0,,CBS001PH2133/219/IND000001,2025-09-16 22:50:23,2025-09-16 22:50:31,,,Forward,,Pending Receive,,-,,Individual Packing,
