TO Number,SPX Tracking Number,TO Status,High Value,Sender ID,Sender Name,Sender Type,Sender Station Type,Receiver ID,Receiver Name,Receiver type,Receiver Station Type,Current Station,TO Order Quantity,TO Direction,Volumetric Weight,Weight,Length,Width,Height,Line Hual Trip Number,Operator,Create Time,Complete Time,Driver,Driver Scan Time,Journey Type,Remark,Receive Status,TO Remark,Staging Area ID,Exception Tag,Packing Method,Dangerous Goods
TO20250918C7N10,PH2512491649487,Packed,-,2133,SOC 5,Station,SOC,1276,Oriental Mindoro-Roxas Hub,Station,All Mile HUB,SOC 5,1,Forward,0,12.5,0,0,0,,[ops77918]NERCAN GRYDEN PALER RADAN,2025-09-18 02:52:49,2025-09-18 02:53:00,,,Forward,,Pending Receive,,-,,Individual Packing,Non-DG
TO20250918C7N0D,PH2501488570743,Packed,-,2133,SOC 5,Station,SOC,3746,Aroroy Hub,Station,All Mile HUB,SOC 5,31,Forward,0,28.985,0,0,0,,CBSNC001PH2133/190/IND000001,2025-09-18 02:52:42,2025-09-18 02:52:46,,,Forward,,Pending Receive,,OBS-094Q,,Individual Packing,
TO20250918C7N0D,PH2506147120144,Packed,-,2133,SOC 5,Station,SOC,3746,Aroroy Hub,Station,All Mile HUB,SOC 5,31,Forward,0,28.985,0,0,0,,CBSNC001PH2133/190/IND000001,2025-09-18 02:52:42,2025-09-18 02:52:46,,,Forward,,Pending Receive,,OBS-094Q,,Individual Packing,
TO20250918C7N0D,PH250867635653E,Packed,-,2133,SOC 5,Station,SOC,3746,Aroroy Hub,Station,All Mile HUB,SOC 5,31,Forward,0,28.985,0,0,0,,CBSNC001PH2133/190/IND000001,2025-09-18 02:52:42,2025-09-18 02:52:46,,,Forward,,Pending Receive,,OBS-094Q,,Individual Packing,
TO20250918C7N0D,PH2510029867445,Packed,-,2133,SOC 5,Station,SOC,3746,Aroroy Hub,Station,All Mile HUB,SOC 5,31,Forward,0,28.985,0,0,0,,CBSNC001PH2133/190/IND000001,2025-09-18 02:52:42,2025-09-18 02:52:46,,,Forward,,Pending Receive,,OBS-094Q,,Individual Packing,
TO20250918C7N0D,PH251640065456H,Packed,-,2133,SOC 5,Station,SOC,3746,Aroroy Hub,Station,All Mile HUB,SOC 5,31,Forward,0,28.985,0,0,0,,CBSNC001PH2133/190/IND000001,2025-09-18 02:52:42,2025-09-18 02:52:46,,,Forward,,Pending Receive,,OBS-094Q,,Individual Packing,
TO20250918C7N0D,PH251731494935M,Packed,-,2133,SOC 5,Station,SOC,3746,Aroroy Hub,Station,All Mile HUB,SOC 5,31,Forward,0,28.985,0,0,0,,CBSNC001PH2133/190/IND000001,2025-09-18 02:52:42,2025-09-18 02:52:46,,,Forward,,Pending Receive,,OBS-094Q,,Individual Packing,
TO20250918C7N0D,PH251990216315Q,Packed,-,2133,SOC 5,Station,SOC,3746,Aroroy Hub,Station,All Mile HUB,SOC 5,31,Forward,0,28.985,0,0,0,,CBSNC001PH2133/190/IND000001,2025-09-18 02:52:42,2025-09-18 02:52:46,,,Forward,,Pending Receive,,OBS-094Q,,Individual Packing,
TO20250918C7N0D,PH252029790487O,Packed,-,2133,SOC 5,Station,SOC,3746,Aroroy Hub,Station,All Mile HUB,SOC 5,31,Forward,0,28.985,0,0,0,,CBSNC001PH2133/190/IND000001,2025-09-18 02:52:42,2025-09-18 02:52:46,,,Forward,,Pending Receive,,OBS-094Q,,Individual Packing,
TO20250918C7N0D,PH2520963170859,Packed,-,2133,SOC 5,Station,SOC,3746,Aroroy Hub,Station,All Mile HUB,SOC 5,31,Forward,0,28.985,0,0,0,,CBSNC001PH2133/190/IND000001,2025-09-18 02:52:42,2025-09-18 02:52:46,,,Forward,,Pending Receive,,OBS-094Q,,Individual Packing,
