TO Number,SPX Tracking Number,TO Status,High Value,Sender ID,Sender Name,Sender Type,Sender Station Type,Receiver ID,Receiver Name,Receiver type,Receiver Station Type,Current Station,TO Order Quantity,TO Direction,Volumetric Weight,Weight,Length,Width,Height,Line Hual Trip Number,Operator,Create Time,Complete Time,Driver,Driver Scan Time,Journey Type,Remark,Receive Status,TO Remark,Staging Area ID,Exception Tag,Packing Method,Dangerous Goods
TO20250918CAE1H,PH250889953688Y,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.631,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:49:57,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1H,PH252651763694H,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.631,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:49:57,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1H,PH2526610336203,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.631,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:49:57,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1H,PH252671844123M,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.631,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:49:57,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1H,PH253479350050F,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.631,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:49:57,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1H,PH2535150062043,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.631,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:49:57,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1H,PH253516758576W,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.631,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:49:57,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1H,PH254444279493B,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.631,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:49:57,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1H,PH254911146463Y,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.631,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:49:57,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1H,PH2549332167445,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.631,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:49:57,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1H,PH254986095346P,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.631,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:49:57,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1H,PH255462823054D,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.631,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:49:57,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1H,PH255538753741D,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.631,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:49:57,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1H,PH255743492263D,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.631,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:49:57,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1H,PH2568522725690,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.631,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:49:57,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1H,PH2581404252364,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.631,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:49:57,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1H,PH258376002329N,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.631,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:49:57,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1H,PH259550259273Y,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.631,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:49:57,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1H,PH2595671900585,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.631,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:49:57,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1H,PH259740027727D,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.631,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:49:57,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1G,PH250296985305L,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.695,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:53:12,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1G,PH2524484210608,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.695,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:53:12,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1G,PH2528756574398,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.695,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:53:12,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1G,PH253856910457N,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.695,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:53:12,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1G,PH254300488451G,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.695,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:53:12,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1G,PH254415955663K,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.695,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:53:12,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1G,PH254688521715A,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.695,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:53:12,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1G,PH254951729245Y,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.695,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:53:12,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1G,PH255620542424E,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.695,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:53:12,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1G,PH2559184503440,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.695,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:53:12,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1G,PH256276878125T,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.695,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:53:12,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1G,PH256853980061W,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.695,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:53:12,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1G,PH257543192329V,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.695,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:53:12,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1G,PH257771502230A,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.695,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:53:12,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1G,PH257900317351N,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.695,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:53:12,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1G,PH2582783177800,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.695,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:53:12,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1G,PH258371963801D,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.695,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:53:12,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1G,PH258443918201F,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.695,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:53:12,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1G,PH2589874091408,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.695,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:53:12,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1G,PH2595614434401,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,19.695,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:53:12,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1F,PH250328363079W,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,15.781,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:55:55,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1F,PH250340656303B,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,15.781,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:55:55,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1F,PH2514124721939,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,15.781,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:55:55,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1F,PH251485422021S,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,15.781,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:55:55,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1F,PH252204507959M,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,15.781,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:55:55,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1F,PH252472714691F,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,15.781,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:55:55,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1F,PH2527097749126,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,15.781,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:55:55,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1F,PH2528023800885,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,15.781,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:55:55,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1F,PH2538008492964,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,15.781,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:55:55,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1F,PH254170087902V,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,15.781,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:55:55,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1F,PH254285016175X,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,15.781,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:55:55,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1F,PH2544561929465,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,15.781,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:55:55,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1F,PH254691645609X,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,15.781,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:55:55,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1F,PH255446472016C,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,15.781,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:55:55,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1F,PH256766753302A,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,15.781,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:55:55,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1F,PH257655713278E,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,15.781,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:55:55,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1F,PH257906902036M,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,15.781,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:55:55,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1F,PH258640708150E,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,15.781,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:55:55,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1F,PH2594698337981,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,15.781,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:55:55,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1F,PH259753241203P,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,15.781,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:55:55,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1E,PH251323113847M,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,16,Forward,0,17.543,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:56:50,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1E,PH2515708583534,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,16,Forward,0,17.543,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:56:50,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1E,PH251702531760A,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,16,Forward,0,17.543,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:56:50,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1E,PH252578831179Y,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,16,Forward,0,17.543,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:56:50,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1E,PH252897912684S,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,16,Forward,0,17.543,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:56:50,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1E,PH253383700895Z,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,16,Forward,0,17.543,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:56:50,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1E,PH254306957540W,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,16,Forward,0,17.543,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:56:50,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1E,PH2546245689156,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,16,Forward,0,17.543,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:56:50,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1E,PH2546764143820,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,16,Forward,0,17.543,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:56:50,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1E,PH254798985609Q,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,16,Forward,0,17.543,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:56:50,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1E,PH255737446268B,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,16,Forward,0,17.543,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:56:50,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1E,PH256112332929N,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,16,Forward,0,17.543,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:56:50,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1E,PH2565077808749,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,16,Forward,0,17.543,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:56:50,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1E,PH2582302847309,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,16,Forward,0,17.543,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:56:50,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1E,PH258716065504R,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,16,Forward,0,17.543,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:56:50,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1E,PH259905164094I,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,16,Forward,0,17.543,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:56:50,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1D,PH250113481452Q,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,22.8,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:58:38,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1D,PH250722737202E,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,22.8,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:58:38,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1D,PH251637000959C,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,22.8,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:58:38,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1D,PH2518834596920,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,22.8,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:58:38,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1D,PH2524291847499,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,22.8,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:58:38,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1D,PH2526642532795,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,22.8,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:58:38,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1D,PH2530357201955,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,22.8,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:58:38,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1D,PH253757887839I,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,22.8,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:58:38,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1D,PH254728479350U,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,22.8,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:58:38,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1D,PH2550736864492,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,22.8,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:58:38,,,Forward,,Pending Receive,,-,,Individual Packing,
TO20250918CAE1D,PH255659693191M,Packed,-,2133,SOC 5,Station,SOC,60,Davao DC,Station,SOC,SOC 5,20,Forward,0,22.8,0,0,0,,[Ops123664]CRISTINA PEROCHO MAGAT,2025-09-18 10:44:36,2025-09-18 10:58:38,,,Forward,,Pending Receive,,-,,Individual Packing,
