TO Number,SPX Tracking Number,TO Status,High Value,Sender ID,Sender Name,Sender Type,Sender Station Type,Receiver ID,Receiver Name,Receiver type,Receiver Station Type,Current Station,TO Order Quantity,TO Direction,Volumetric Weight,Weight,Length,Width,Height,Line Hual Trip Number,Operator,Create Time,Complete Time,Driver,Driver Scan Time,Journey Type,Remark,Receive Status,TO Remark,Staging Area ID,Exception Tag,Packing Method,Dangerous Goods
TO20250918C8H7X,PH2549873337059,Packed,-,2133,SOC 5,Station,SOC,4587,Alcantara Hub,Station,All Mile HUB,SOC 5,1,Forward,0,20,0,0,0,,[ops77918]NERCAN GRYDEN PALER RADAN,2025-09-18 04:24:09,2025-09-18 04:24:47,,,Forward,,Pending Receive,,-,,Individual Packing,Non-DG
TO20250918C8H6G,PH251148731241S,Packed,-,2133,SOC 5,Station,SOC,384,Calapan Hub,Station,All Mile HUB,SOC 5,23,Forward,0,21.258,0,0,0,,CBS001PH2133/437/IND000001,2025-09-18 04:23:56,2025-09-18 04:24:00,,,Forward,,Pending Receive,,OBS-0970,,Individual Packing,
TO20250918C8H6G,PH2514143853175,Packed,-,2133,SOC 5,Station,SOC,384,Calapan Hub,Station,All Mile HUB,SOC 5,23,Forward,0,21.258,0,0,0,,CBS001PH2133/437/IND000001,2025-09-18 04:23:56,2025-09-18 04:24:00,,,Forward,,Pending Receive,,OBS-0970,,Individual Packing,
TO20250918C8H6G,PH251558314143F,Packed,-,2133,SOC 5,Station,SOC,384,Calapan Hub,Station,All Mile HUB,SOC 5,23,Forward,0,21.258,0,0,0,,CBS001PH2133/437/IND000001,2025-09-18 04:23:56,2025-09-18 04:24:00,,,Forward,,Pending Receive,,OBS-0970,,Individual Packing,
TO20250918C8H6G,PH252000110630O,Packed,-,2133,SOC 5,Station,SOC,384,Calapan Hub,Station,All Mile HUB,SOC 5,23,Forward,0,21.258,0,0,0,,CBS001PH2133/437/IND000001,2025-09-18 04:23:56,2025-09-18 04:24:00,,,Forward,,Pending Receive,,OBS-0970,,Individual Packing,
TO20250918C8H6G,PH252013816495P,Packed,-,2133,SOC 5,Station,SOC,384,Calapan Hub,Station,All Mile HUB,SOC 5,23,Forward,0,21.258,0,0,0,,CBS001PH2133/437/IND000001,2025-09-18 04:23:56,2025-09-18 04:24:00,,,Forward,,Pending Receive,,OBS-0970,,Individual Packing,
TO20250918C8H6G,PH2523629420280,Packed,-,2133,SOC 5,Station,SOC,384,Calapan Hub,Station,All Mile HUB,SOC 5,23,Forward,0,21.258,0,0,0,,CBS001PH2133/437/IND000001,2025-09-18 04:23:56,2025-09-18 04:24:00,,,Forward,,Pending Receive,,OBS-0970,,Individual Packing,
TO20250918C8H6G,PH2532160291794,Packed,-,2133,SOC 5,Station,SOC,384,Calapan Hub,Station,All Mile HUB,SOC 5,23,Forward,0,21.258,0,0,0,,CBS001PH2133/437/IND000001,2025-09-18 04:23:56,2025-09-18 04:24:00,,,Forward,,Pending Receive,,OBS-0970,,Individual Packing,
TO20250918C8H6G,PH253322596454H,Packed,-,2133,SOC 5,Station,SOC,384,Calapan Hub,Station,All Mile HUB,SOC 5,23,Forward,0,21.258,0,0,0,,CBS001PH2133/437/IND000001,2025-09-18 04:23:56,2025-09-18 04:24:00,,,Forward,,Pending Receive,,OBS-0970,,Individual Packing,
TO20250918C8H6G,PH253565656767C,Packed,-,2133,SOC 5,Station,SOC,384,Calapan Hub,Station,All Mile HUB,SOC 5,23,Forward,0,21.258,0,0,0,,CBS001PH2133/437/IND000001,2025-09-18 04:23:56,2025-09-18 04:24:00,,,Forward,,Pending Receive,,OBS-0970,,Individual Packing,
TO20250918C8H6G,PH2540523380770,Packed,-,2133,SOC 5,Station,SOC,384,Calapan Hub,Station,All Mile HUB,SOC 5,23,Forward,0,21.258,0,0,0,,CBS001PH2133/437/IND000001,2025-09-18 04:23:56,2025-09-18 04:24:00,,,Forward,,Pending Receive,,OBS-0970,,Individual Packing,
TO20250918C8H6G,PH254456471971W,Packed,-,2133,SOC 5,Station,SOC,384,Calapan Hub,Station,All Mile HUB,SOC 5,23,Forward,0,21.258,0,0,0,,CBS001PH2133/437/IND000001,2025-09-18 04:23:56,2025-09-18 04:24:00,,,Forward,,Pending Receive,,OBS-0970,,Individual Packing,
TO20250918C8H6G,PH254558601802T,Packed,-,2133,SOC 5,Station,SOC,384,Calapan Hub,Station,All Mile HUB,SOC 5,23,Forward,0,21.258,0,0,0,,CBS001PH2133/437/IND000001,2025-09-18 04:23:56,2025-09-18 04:24:00,,,Forward,,Pending Receive,,OBS-0970,,Individual Packing,
TO20250918C8H6G,PH2545611190556,Packed,-,2133,SOC 5,Station,SOC,384,Calapan Hub,Station,All Mile HUB,SOC 5,23,Forward,0,21.258,0,0,0,,CBS001PH2133/437/IND000001,2025-09-18 04:23:56,2025-09-18 04:24:00,,,Forward,,Pending Receive,,OBS-0970,,Individual Packing,
TO20250918C8H6G,PH2549789381134,Packed,-,2133,SOC 5,Station,SOC,384,Calapan Hub,Station,All Mile HUB,SOC 5,23,Forward,0,21.258,0,0,0,,CBS001PH2133/437/IND000001,2025-09-18 04:23:56,2025-09-18 04:24:00,,,Forward,,Pending Receive,,OBS-0970,,Individual Packing,
