TO Number,SPX Tracking Number,TO Status,High Value,Sender ID,Sender Name,Sender Type,Sender Station Type,Receiver ID,Receiver Name,Receiver type,Receiver Station Type,Current Station,TO Order Quantity,TO Direction,Volumetric Weight,Weight,Length,Width,Height,Line Hual Trip Number,Operator,Create Time,Complete Time,Driver,Driver Scan Time,Journey Type,Remark,Receive Status,TO Remark,Staging Area ID,Exception Tag,Packing Method,Dangerous Goods
TO20250918C6N3N,PH250065090044K,Packed,-,2133,SOC 5,Station,SOC,54,Mandaue DC,Station,SOC,SOC 5,56,General,0,58.337,0,0,0,,CBS001PH2133/375/IND000001,2025-09-18 01:00:37,2025-09-18 01:00:44,,,Forward,,Pending Receive,,OBS-093S,,Individual Packing,
TO20250918C6N3N,PH2502712453675,Packed,-,2133,SOC 5,Station,SOC,54,Mandaue DC,Station,SOC,SOC 5,56,General,0,58.337,0,0,0,,CBS001PH2133/375/IND000001,2025-09-18 01:00:37,2025-09-18 01:00:44,,,Forward,,Pending Receive,,OBS-093S,,Individual Packing,
TO20250918C6N3N,PH250380834235Q,Packed,-,2133,SOC 5,Station,SOC,54,Mandaue DC,Station,SOC,SOC 5,56,General,0,58.337,0,0,0,,CBS001PH2133/375/IND000001,2025-09-18 01:00:37,2025-09-18 01:00:44,,,Forward,,Pending Receive,,OBS-093S,,Individual Packing,
TO20250918C6N3N,PH2504058825425,Packed,-,2133,SOC 5,Station,SOC,54,Mandaue DC,Station,SOC,SOC 5,56,General,0,58.337,0,0,0,,CBS001PH2133/375/IND000001,2025-09-18 01:00:37,2025-09-18 01:00:44,,,Forward,,Pending Receive,,OBS-093S,,Individual Packing,
TO20250918C6N3N,PH2504082993133,Packed,-,2133,SOC 5,Station,SOC,54,Mandaue DC,Station,SOC,SOC 5,56,General,0,58.337,0,0,0,,CBS001PH2133/375/IND000001,2025-09-18 01:00:37,2025-09-18 01:00:44,,,Forward,,Pending Receive,,OBS-093S,,Individual Packing,
TO20250918C6N3N,PH250497443482Y,Packed,-,2133,SOC 5,Station,SOC,54,Mandaue DC,Station,SOC,SOC 5,56,General,0,58.337,0,0,0,,CBS001PH2133/375/IND000001,2025-09-18 01:00:37,2025-09-18 01:00:44,,,Forward,,Pending Receive,,OBS-093S,,Individual Packing,
TO20250918C6N3N,PH250795862071D,Packed,-,2133,SOC 5,Station,SOC,54,Mandaue DC,Station,SOC,SOC 5,56,General,0,58.337,0,0,0,,CBS001PH2133/375/IND000001,2025-09-18 01:00:37,2025-09-18 01:00:44,,,Forward,,Pending Receive,,OBS-093S,,Individual Packing,
TO20250918C6N3N,PH250899738765G,Packed,-,2133,SOC 5,Station,SOC,54,Mandaue DC,Station,SOC,SOC 5,56,General,0,58.337,0,0,0,,CBS001PH2133/375/IND000001,2025-09-18 01:00:37,2025-09-18 01:00:44,,,Forward,,Pending Receive,,OBS-093S,,Individual Packing,
TO20250918C6N3N,PH2509460831245,Packed,-,2133,SOC 5,Station,SOC,54,Mandaue DC,Station,SOC,SOC 5,56,General,0,58.337,0,0,0,,CBS001PH2133/375/IND000001,2025-09-18 01:00:37,2025-09-18 01:00:44,,,Forward,,Pending Receive,,OBS-093S,,Individual Packing,
TO20250918C6N3N,PH251268183906K,Packed,-,2133,SOC 5,Station,SOC,54,Mandaue DC,Station,SOC,SOC 5,56,General,0,58.337,0,0,0,,CBS001PH2133/375/IND000001,2025-09-18 01:00:37,2025-09-18 01:00:44,,,Forward,,Pending Receive,,OBS-093S,,Individual Packing,
TO20250918C6N3N,PH2512933045212,Packed,-,2133,SOC 5,Station,SOC,54,Mandaue DC,Station,SOC,SOC 5,56,General,0,58.337,0,0,0,,CBS001PH2133/375/IND000001,2025-09-18 01:00:37,2025-09-18 01:00:44,,,Forward,,Pending Receive,,OBS-093S,,Individual Packing,
TO20250918C6N3N,PH2518283558060,Packed,-,2133,SOC 5,Station,SOC,54,Mandaue DC,Station,SOC,SOC 5,56,General,0,58.337,0,0,0,,CBS001PH2133/375/IND000001,2025-09-18 01:00:37,2025-09-18 01:00:44,,,Forward,,Pending Receive,,OBS-093S,,Individual Packing,
