TO Number,SPX Tracking Number,TO Status,High Value,Sender ID,Sender Name,Sender Type,Sender Station Type,Receiver ID,Receiver Name,Receiver type,Receiver Station Type,Current Station,TO Order Quantity,TO Direction,Volumetric Weight,Weight,Length,Width,Height,Line Hual Trip Number,Operator,Create Time,Complete Time,Driver,Driver Scan Time,Journey Type,Remark,Receive Status,TO Remark,Staging Area ID,Exception Tag,Packing Method,Dangerous Goods
TO20250917BVW59,PH2516331926222,Packed,-,2133,SOC 5,Station,SOC,1156,Puerto Galera Hub,Station,All Mile HUB,SOC 5,21,Forward,0,0.2,0,0,0,,CBS003PH2133/397/IND000001,2025-09-17 04:10:57,2025-09-17 04:11:01,,,Forward,Pack in another TO,Abnormal ,,-,,Individual Packing,
TO20250917BVW59,PH2516429962207,Packed,-,2133,SOC 5,Station,SOC,1156,Puerto Galera Hub,Station,All Mile HUB,SOC 5,21,Forward,0,0.2,0,0,0,,CBS003PH2133/397/IND000001,2025-09-17 04:10:57,2025-09-17 04:11:01,,,Forward,Pack in another TO,Abnormal ,,-,,Individual Packing,
TO20250917BVW59,PH2518359097954,Packed,-,2133,SOC 5,Station,SOC,1156,Puerto Galera Hub,Station,All Mile HUB,SOC 5,21,Forward,0,0.2,0,0,0,,CBS003PH2133/397/IND000001,2025-09-17 04:10:57,2025-09-17 04:11:01,,,Forward,Pack in another TO,Abnormal ,,-,,Individual Packing,
TO20250917BVW59,PH2518389725835,Packed,-,2133,SOC 5,Station,SOC,1156,Puerto Galera Hub,Station,All Mile HUB,SOC 5,21,Forward,0,0.2,0,0,0,,CBS003PH2133/397/IND000001,2025-09-17 04:10:57,2025-09-17 04:11:01,,,Forward,Pack in another TO,Abnormal ,,-,,Individual Packing,
TO20250917BVW59,PH252459443919I,Packed,-,2133,SOC 5,Station,SOC,1156,Puerto Galera Hub,Station,All Mile HUB,SOC 5,21,Forward,0,0.2,0,0,0,,CBS003PH2133/397/IND000001,2025-09-17 04:10:57,2025-09-17 04:11:01,,,Forward,Pack in another TO,Abnormal ,,-,,Individual Packing,
TO20250917BVW59,PH252638684590R,Packed,-,2133,SOC 5,Station,SOC,1156,Puerto Galera Hub,Station,All Mile HUB,SOC 5,21,Forward,0,0.2,0,0,0,,CBS003PH2133/397/IND000001,2025-09-17 04:10:57,2025-09-17 04:11:01,,,Forward,Pack in another TO,Abnormal ,,-,,Individual Packing,
TO20250917BVW59,PH253744317090A,Packed,-,2133,SOC 5,Station,SOC,1156,Puerto Galera Hub,Station,All Mile HUB,SOC 5,21,Forward,0,0.2,0,0,0,,CBS003PH2133/397/IND000001,2025-09-17 04:10:57,2025-09-17 04:11:01,,,Forward,Pack in another TO,Abnormal ,,-,,Individual Packing,
TO20250917BVW59,PH253949380015M,Packed,-,2133,SOC 5,Station,SOC,1156,Puerto Galera Hub,Station,All Mile HUB,SOC 5,21,Forward,0,0.2,0,0,0,,CBS003PH2133/397/IND000001,2025-09-17 04:10:57,2025-09-17 04:11:01,,,Forward,Pack in another TO,Abnormal ,,-,,Individual Packing,
TO20250917BVW59,PH2541368161811,Packed,-,2133,SOC 5,Station,SOC,1156,Puerto Galera Hub,Station,All Mile HUB,SOC 5,21,Forward,0,0.2,0,0,0,,CBS003PH2133/397/IND000001,2025-09-17 04:10:57,2025-09-17 04:11:01,,,Forward,Pack in another TO,Abnormal ,,-,,Individual Packing,
TO20250917BVW59,PH254383557720O,Packed,-,2133,SOC 5,Station,SOC,1156,Puerto Galera Hub,Station,All Mile HUB,SOC 5,21,Forward,0,0.2,0,0,0,,CBS003PH2133/397/IND000001,2025-09-17 04:10:57,2025-09-17 04:11:01,,,Forward,Pack in another TO,Abnormal ,,-,,Individual Packing,
