TO Number,SPX Tracking Number,TO Status,High Value,Sender ID,Sender Name,Sender Type,Sender Station Type,Receiver ID,Receiver Name,Receiver type,Receiver Station Type,Current Station,TO Order Quantity,TO Direction,Volumetric Weight,Weight,Length,Width,Height,Line Hual Trip Number,Operator,Create Time,Complete Time,Driver,Driver Scan Time,Journey Type,Remark,Receive Status,TO Remark,Staging Area ID,Exception Tag,Packing Method,Dangerous Goods
TO20250918C9HCZ,PH2502446303627,Packed,-,2133,SOC 5,Station,SOC,2384,Rodriguez Hub,Station,All Mile HUB,SOC 5,31,Forward,0,21.368,0,0,0,,CBSNC001PH2133/011/IND000001,2025-09-18 07:20:19,2025-09-18 07:20:23,,,Forward,,Pending Receive,,OBS-0949,,Individual Packing,
TO20250918C9HCZ,PH251152958932B,Packed,-,2133,SOC 5,Station,SOC,2384,Rodriguez Hub,Station,All Mile HUB,SOC 5,31,Forward,0,21.368,0,0,0,,CBSNC001PH2133/011/IND000001,2025-09-18 07:20:19,2025-09-18 07:20:23,,,Forward,,Pending Receive,,OBS-0949,,Individual Packing,
TO20250918C9HCZ,PH251295041990V,Packed,-,2133,SOC 5,Station,SOC,2384,Rodriguez Hub,Station,All Mile HUB,SOC 5,31,Forward,0,21.368,0,0,0,,CBSNC001PH2133/011/IND000001,2025-09-18 07:20:19,2025-09-18 07:20:23,,,Forward,,Pending Receive,,OBS-0949,,Individual Packing,
TO20250918C9HCZ,PH251816360534T,Packed,-,2133,SOC 5,Station,SOC,2384,Rodriguez Hub,Station,All Mile HUB,SOC 5,31,Forward,0,21.368,0,0,0,,CBSNC001PH2133/011/IND000001,2025-09-18 07:20:19,2025-09-18 07:20:23,,,Forward,,Pending Receive,,OBS-0949,,Individual Packing,
TO20250918C9HCZ,PH252197711328S,Packed,-,2133,SOC 5,Station,SOC,2384,Rodriguez Hub,Station,All Mile HUB,SOC 5,31,Forward,0,21.368,0,0,0,,CBSNC001PH2133/011/IND000001,2025-09-18 07:20:19,2025-09-18 07:20:23,,,Forward,,Pending Receive,,OBS-0949,,Individual Packing,
TO20250918C9HCZ,PH2524547371881,Packed,-,2133,SOC 5,Station,SOC,2384,Rodriguez Hub,Station,All Mile HUB,SOC 5,31,Forward,0,21.368,0,0,0,,CBSNC001PH2133/011/IND000001,2025-09-18 07:20:19,2025-09-18 07:20:23,,,Forward,,Pending Receive,,OBS-0949,,Individual Packing,
TO20250918C9HCZ,PH252791586427C,Packed,-,2133,SOC 5,Station,SOC,2384,Rodriguez Hub,Station,All Mile HUB,SOC 5,31,Forward,0,21.368,0,0,0,,CBSNC001PH2133/011/IND000001,2025-09-18 07:20:19,2025-09-18 07:20:23,,,Forward,,Pending Receive,,OBS-0949,,Individual Packing,
TO20250918C9HCZ,PH252923751116T,Packed,-,2133,SOC 5,Station,SOC,2384,Rodriguez Hub,Station,All Mile HUB,SOC 5,31,Forward,0,21.368,0,0,0,,CBSNC001PH2133/011/IND000001,2025-09-18 07:20:19,2025-09-18 07:20:23,,,Forward,,Pending Receive,,OBS-0949,,Individual Packing,
TO20250918C9HCZ,PH2529582574250,Packed,-,2133,SOC 5,Station,SOC,2384,Rodriguez Hub,Station,All Mile HUB,SOC 5,31,Forward,0,21.368,0,0,0,,CBSNC001PH2133/011/IND000001,2025-09-18 07:20:19,2025-09-18 07:20:23,,,Forward,,Pending Receive,,OBS-0949,,Individual Packing,
TO20250918C9HCZ,PH253097113146D,Packed,-,2133,SOC 5,Station,SOC,2384,Rodriguez Hub,Station,All Mile HUB,SOC 5,31,Forward,0,21.368,0,0,0,,CBSNC001PH2133/011/IND000001,2025-09-18 07:20:19,2025-09-18 07:20:23,,,Forward,,Pending Receive,,OBS-0949,,Individual Packing,
